cod_cli;dat_ag;num_vac_ag;tipo_vac_ag;obs_ag;ok_ag;indice
5207;2024-12-12;"01        ";V12 - NACIONAL;;"NF        ";3961
5220;2024-12-13;"01        ";V8 - IMPORTADA;REFORÇO;"NF        ";3965
5195;2024-12-14;"01        ";V8 - IMPORTADA;01 GATO NACIONAL;"NF        ";3966
3096;2024-12-15;"01        ";V4 GATO - IMPORTADA;REFORÇO;"NF        ";3968
3082;2024-12-17;"02        ";V3 GATO - NACIONAL;;"NF        ";3969
3102;2024-12-17;"01        ";V12 - NACIONAL;;"S         ";3970
5209;2024-12-18;"01        ";V12 - NACIONAL;BOBI DA 13 MAIO;"S         ";3972
3099;2024-12-20;"01        ";RAIVA CAO - IMPORTADA;;"NF        ";3975
5206;2024-12-20;"01        ";V12 - NACIONAL;;"NF        ";3976
2022;2024-12-21;"01        ";V12 - NACIONAL;;"NF        ";3978
3060;2024-12-23;"02        ";RAIVA CAO - NACIONAL;;"S         ";3986
3082;2024-12-25;"02        ";RAIVA GATO - NACIONAL;LEVAR CARTEIRINHA BISCATINHA;"NF        ";3980
5222;2024-12-28;"5         ";V12 - NACIONAL;;"NF        ";3981
4179;2025-01-03;"01        ";ANTICION;;"S         ";5202
4168;2025-01-03;"01        ";ANTICION;;"S         ";5204
6256;2025-01-03;"01        ";V12 - NACIONAL;;"S         ";5307
4138;2025-01-06;"01        ";RAIVA CAO - IMPORTADA;;"NF        ";3989
3096;2025-01-07;"01        ";RAIVA GATO - IMPORTADA;;"NF        ";3982
3102;2025-01-07;"01        ";RAIVA CAO - NACIONAL;;"S         ";3983
5207;2025-01-07;"01        ";RAIVA CAO - NACIONAL;;"NF        ";3985
3101;2025-01-09;"02        ";V8 - IMPORTADA;;"NF        ";3995
3102;2025-01-09;"02        ";V3 GATO - NACIONAL;;"S         ";3996
3069;2025-01-09;"01        ";RAIVA GATO - NACIONAL;;"NF        ";3997
4170;2025-01-11;"03        ";V12 - NACIONAL;;"S         ";3998
5215;2025-01-12;"01        ";V8 - IMPORTADA;;"NF        ";4001
5195;2025-01-12;"01        ";RAIVA CAO - NACIONAL;01 RAIVA GATO NACIONAL;"NF        ";4003
4170;2025-01-15;"3         ";RAIVA CAO - NACIONAL;;"S         ";4005
3087;2025-01-15;"01        ";RAIVA CAO - IMPORTADA;;"S         ";5322
3096;2025-01-17;"01        ";V3 GATO - NACIONAL;;"S         ";5320
5215;2025-01-18;"01        ";RAIVA CAO - IMPORTADA;;"NF        ";4009
3106;2025-01-21;"02        ";V8 - IMPORTADA;LEVAR 2 CARTEIRINHAS;"S         ";4010
5204;2025-01-22;"01        ";RAIVA CAO - IMPORTADA;;"S         ";5327
3102;2025-01-23;"01        ";V8 - IMPORTADA;;"S         ";5311
3103;2025-01-24;"01        ";V12 - NACIONAL;REFORÇO;"NF        ";4011
6256;2025-01-24;"01        ";V12 - NACIONAL;;"S         ";5317
3096;2025-01-24;"01        ";RAIVA GATO - IMPORTADA;;"NF        ";5321
4107;2025-01-25;"02        ";V12 - NACIONAL;;"S         ";4012
2044;2025-01-27;"6         ";V8 - IMPORTADA;4 VACINA GATO IMPORTADA;"NF        ";4014
5187;2025-01-28;"01        ";V3 GATO - NACIONAL;;"S         ";4017
5218;2025-01-30;"01        ";V8 - IMPORTADA;REFORÇO;"NF        ";4019
6256;2025-01-31;"01        ";RAIVA CAO - NACIONAL;;"S         ";6335
6259;2025-02-03;"01        ";V3 GATO - NACIONAL;;"S         ";6336
2044;2025-02-04;"10        ";RAIVA CAO - IMPORTADA;4 SÃO GATOS;"NF        ";4021
2018;2025-02-04;"02        ";RAIVA CAO - IMPORTADA;;"S         ";4022
5187;2025-02-04;"01        ";RAIVA GATO - NACIONAL;;"S         ";4023
3070;2025-02-05;"02        ";V3 GATO - NACIONAL;;"NF        ";4024
3070;2025-02-05;"01        ";RAIVA CAO - NACIONAL;LUNA;"NF        ";4025
4107;2025-02-05;"02        ";RAIVA CAO - NACIONAL;;"S         ";4028
3103;2025-02-06;"01        ";RAIVA CAO - NACIONAL;;"NF        ";4029
6248;2025-02-10;"01        ";ANTICION;;"NF        ";5259
4166;2025-02-13;"02        ";V12 - NACIONAL;REFORÇO;"S         ";4031
3102;2025-02-13;"01        ";V8 - IMPORTADA;;"S         ";6332
5183;2025-02-13;"01        ";V3 GATO - NACIONAL;;"S         ";6333
2019;2025-02-15;"01        ";V8 - IMPORTADA;VALERIA FILHA;"NF        ";4032
5218;2025-02-16;"01        ";RAIVA CAO - IMPORTADA;;"NF        ";4034
2019;2025-02-16;"01        ";V8 - IMPORTADA;CACHORRO DO FILHO;"NF        ";4035
2030;2025-02-18;"02        ";V8 - IMPORTADA;;"NF        ";4041
3102;2025-02-19;"01        ";RAIVA CAO - IMPORTADA;;"S         ";6349
4177;2025-02-21;"01        ";V3 GATO - NACIONAL;;"S         ";4044
6259;2025-02-24;"01        ";V3 GATO - NACIONAL;;"S         ";6340
6246;2025-02-28;"01        ";V8 - IMPORTADA;VIRGOLINO DE OLIVEIRA 625;"S         ";6346
4177;2025-03-01;"01        ";RAIVA GATO - IMPORTADA;;"S         ";4046
4113;2025-03-04;"01        ";V12 - NACIONAL;;"NF        ";4049
5226;2025-03-06;"03        ";ANTICION;;"S         ";5306
6261;2025-03-06;"02        ";RAIVA CAO - IMPORTADA;LEVAR CARTEIRINHAS;"NF        ";6353
5183;2025-03-07;"01        ";V3 GATO - NACIONAL;;"S         ";6347
6262;2025-03-07;"03        ";RAIVA CAO - NACIONAL;;"S         ";6360
4113;2025-03-08;"01        ";RAIVA CAO - NACIONAL;;"NF        ";4054
2030;2025-03-10;"02        ";V8 - IMPORTADA;;"S         ";6351
5227;2025-03-12;"04        ";V8 - IMPORTADA;;"NF        ";4064
3088;2025-03-13;"01        ";ANTICION;;"NF        ";5270
5194;2025-03-14;"01        ";RAIVA CAO - IMPORTADA;;"S         ";4062
5183;2025-03-17;"01        ";RAIVA GATO - NACIONAL;;"S         ";6363
6246;2025-03-21;"01        ";V8 - IMPORTADA;;"S         ";6356
4118;2025-03-22;"02        ";V4 GATO - IMPORTADA;;"S         ";4082
2019;2025-03-22;"01        ";RAIVA CAO - IMPORTADA;FILHO;"NF        ";4083
4176;2025-03-24;"01        ";V8 - IMPORTADA;;"NF        ";4107
6259;2025-03-24;"01        ";V3 GATO - NACIONAL;;"S         ";6358
7263;2025-03-25;"01        ";RAIVA CAO - IMPORTADA;;"S         ";7367
5228;2025-03-26;"02        ";RAIVA CAO - IMPORTADA;;"NF        ";4085
4118;2025-04-02;"02        ";V4 GATO - IMPORTADA;;"S         ";4086
5229;2025-05-02;"8         ";V12 - NACIONAL;;"NF        ";4089
5206;2025-05-03;"01        ";RAIVA CAO - NACIONAL;REFORÇO;"NF        ";4091
4177;2025-05-05;"02        ";V8 - IMPORTADA;;"NF        ";4097
5224;2025-05-06;"7         ";V12 - NACIONAL;REFORÇO;"S         ";4092
5225;2025-05-06;"02        ";V12 - NACIONAL;;"NF        ";4094
4124;2025-05-06;"02        ";V8 - IMPORTADA;;"S         ";4096
4166;2025-05-07;"02        ";RAIVA CAO - IMPORTADA;;"S         ";4108
5231;2025-05-09;"01        ";V12 - NACIONAL;;"S         ";4111
4177;2025-05-10;"03        ";V8 - IMPORTADA;;"S         ";7375
5228;2025-05-16;"03        ";V8 - IMPORTADA;REFORÇO;"NF        ";4112
5231;2025-05-16;"01        ";RAIVA CAO - NACIONAL;;"NF        ";4113
2030;2025-05-20;"02        ";RAIVA CAO - IMPORTADA;;"S         ";4115
5225;2025-05-20;"04        ";RAIVA CAO - IMPORTADA;SENDO 2 GATO;"NF        ";4116
7265;2025-05-20;"01        ";ANTICION;;"S         ";7373
4177;2025-05-21;"02        ";RAIVA CAO - IMPORTADA;;"NF        ";4118
5232;2025-05-22;"01        ";RAIVA CAO - IMPORTADA;;"NF        ";4119
4142;2025-05-24;"01        ";V4 GATO - IMPORTADA;;"NF        ";4120
6258;2025-05-26;"01        ";ANTICION;;"S         ";5314
7267;2025-05-27;"01        ";V4 GATO - IMPORTADA;01 DOENÇA CÂO;"S         ";7383
5226;2025-05-28;"02        ";ANTICION;;"S         ";7362
4179;2025-06-03;"01        ";RAIVA CAO - NACIONAL;;"NF        ";4126
4169;2025-06-04;"02        ";V12 - NACIONAL;;"S         ";4127
3102;2025-06-04;"02        ";RAIVA GATO - IMPORTADA;;"S         ";4128
5187;2025-06-04;"01        ";RAIVA CAO - NACIONAL;;"NF        ";4129
5234;2025-06-06;"01        ";V12 - NACIONAL;;"NF        ";4131
4168;2025-06-07;"01        ";ANTICION;;"S         ";5318
4177;2025-06-07;"01        ";V8 - IMPORTADA;2 RAIVA;"S         ";7379
3101;2025-06-08;"02        ";RAIVA CAO - NACIONAL;;"NF        ";4133
5181;2025-06-10;"03        ";RAIVA GATO - NACIONAL;;"S         ";4134
6236;2025-06-10;"01        ";V8 - IMPORTADA;;"NF        ";5147
6236;2025-06-10;"01        ";V3 GATO - NACIONAL;E DE GATO CANCELAR A DE CACHORRO;"NF        ";5149
4169;2025-06-10;"02        ";RAIVA CAO - NACIONAL;;"S         ";7388
5235;2025-06-11;"03        ";V12 - NACIONAL;01 GATO NACIONAL;"NF        ";4137
5180;2025-06-11;"01        ";RAIVA CAO - NACIONAL;;"NF        ";4138
5183;2025-06-11;"02        ";V3 GATO - NACIONAL;;"S         ";4140
4113;2025-06-11;"01        ";RAIVA CAO - NACIONAL;;"S         ";7391
3098;2025-06-12;"02        ";V12 - NACIONAL;;"S         ";4142
3070;2025-06-13;"04        ";RAIVA GATO - NACIONAL;;"NF        ";5144
5186;2025-06-14;"01        ";V8 - IMPORTADA;;"NF        ";5145
6236;2025-06-17;"01        ";RAIVA GATO - NACIONAL;;"NF        ";5148
4134;2025-06-17;"01        ";V8 - IMPORTADA;;"NF        ";5150
5189;2025-06-19;"01        ";RAIVA CAO - IMPORTADA;;"NF        ";5151
4135;2025-06-19;"01        ";V8 - IMPORTADA;;"NF        ";5153
3046;2025-06-20;"02        ";V12 - NACIONAL;;"S         ";5158
4178;2025-06-20;"01        ";V12 - NACIONAL;;"NF        ";5163
5234;2025-06-21;"01        ";RAIVA CAO - NACIONAL;;"NF        ";5154
3098;2025-06-21;"02        ";RAIVA CAO - NACIONAL;;"S         ";5155
4134;2025-06-21;"01        ";RAIVA CAO - IMPORTADA;;"NF        ";5156
5181;2025-06-21;"03        ";V3 GATO - NACIONAL;;"S         ";5161
7268;2025-06-21;"06        ";V8 - IMPORTADA;JA ESTA PAGO;"S         ";7404
4178;2025-06-23;"01        ";RAIVA CAO - NACIONAL;;"NF        ";5164
4135;2025-06-26;"01        ";RAIVA CAO - IMPORTADA;LEVAR CARTEIRINHA;"NF        ";5165
3099;2025-06-26;"01        ";RAIVA CAO - IMPORTADA;"01 V8 ";"NF        ";7395
5183;2025-07-02;"02        ";RAIVA GATO - NACIONAL;;"NF        ";5167
5189;2025-07-04;"01        ";V8 - IMPORTADA;;"NF        ";5169
5181;2025-07-04;"01        ";V3 GATO - NACIONAL;VACINA DA LUA;"S         ";7400
4177;2025-07-04;"01        ";V8 - IMPORTADA;;"S         ";7401
3070;2025-07-05;"04        ";V3 GATO - NACIONAL;LEVAR CARTEIRINHAS;"NF        ";5171
3070;2025-07-07;"04        ";V3 GATO - NACIONAL;TODOS OS GATOS;"NF        ";6342
6261;2025-07-07;"01        ";V8 - IMPORTADA;NA CHACARA;"NF        ";7403
5187;2025-07-08;"01        ";RAIVA CAO - NACIONAL;;"NF        ";7407
5183;2025-07-10;"01        ";ANTICION;GATINHA DA SILVANA FILHOTE;"S         ";7397
5187;2025-07-10;"01        ";V12 - NACIONAL;;"S         ";7412
5189;2025-07-11;"1         ";V8 - IMPORTADA;;"S         ";7415
4139;2025-07-12;"01        ";V8 - IMPORTADA;;"NF        ";5173
5187;2025-07-12;"01        ";V12 - NACIONAL;;"NF        ";5174
6240;2025-07-15;"03        ";V12 - NACIONAL;01 RONVAC;"NF        ";5186
5206;2025-07-15;"02        ";V12 - NACIONAL;01 ANTICION MAYA;"S         ";7410
3105;2025-07-17;"03        ";V3 GATO - NACIONAL;PG;"S         ";7429
3105;2025-07-18;"04        ";RAIVA GATO - NACIONAL;;"NF        ";5179
4169;2025-07-18;"02        ";RAIVA CAO - NACIONAL;;"S         ";5183
6240;2025-07-22;"03        ";RAIVA CAO - NACIONAL;01 RAIVA GATO;"NF        ";5187
7271;2025-07-22;"02        ";RAIVA CAO - IMPORTADA;;"S         ";7427
3105;2025-07-22;"03        ";RAIVA GATO - NACIONAL;PG;"S         ";7430
5184;2025-07-23;"02        ";V12 - NACIONAL;;"NF        ";5188
5180;2025-07-23;"01        ";V8 - IMPORTADA;;"S         ";7414
5183;2025-07-24;"02        ";V3 GATO - NACIONAL;;"S         ";5189
6239;2025-07-24;"01        ";RAIVA CAO - IMPORTADA;;"NF        ";5191
6239;2025-07-25;"01        ";V8 - IMPORTADA;;"NF        ";5182
4147;2025-07-26;"12        ";V3 GATO - NACIONAL;5 V12 CACHORRO;"NF        ";5184
4124;2025-07-26;"02        ";RAIVA CAO - IMPORTADA;;"S         ";5192
5193;2025-07-27;"01        ";V8 - IMPORTADA;;"S         ";5193
7269;2025-07-28;"01        ";V8 - IMPORTADA;;"S         ";7418
5181;2025-07-28;"01        ";V3 GATO - NACIONAL;;"S         ";7419
7272;2025-07-28;"01        ";RAIVA CAO - IMPORTADA;APOS AS 10:30;"S         ";7439
5183;2025-07-29;"02        ";RAIVA GATO - NACIONAL;;"S         ";5195
5184;2025-07-29;"02        ";RAIVA CAO - NACIONAL;;"NF        ";5197
7270;2025-07-29;"01        ";V12 - NACIONAL;;"NF        ";7421
3105;2025-07-29;"03        ";OUTROS...;VEMIRFUGO;"S         ";7431
3053;2025-07-31;"01        ";RAIVA CAO - IMPORTADA;;"NF        ";5198
5224;2025-07-31;"07        ";RAIVA CAO - NACIONAL;;"NF        ";5199
3105;2025-07-31;"03        ";MEDICAMENTOS;DOSE VERMIFUGO 7,5 PG;"S         ";7435
3099;2025-08-05;"01        ";RAIVA CAO - IMPORTADA;;"S         ";7422
5183;2025-08-05;"02        ";V3 GATO - NACIONAL;;"NF        ";7423
5193;2025-08-06;"01        ";RAIVA CAO - IMPORTADA;;"S         ";5203
5181;2025-08-06;"03        ";RAIVA GATO - NACIONAL;;"S         ";7441
5181;2025-08-07;"01        ";V3 GATO - NACIONAL;;"NF        ";5207
3067;2025-08-07;"01        ";V12 - NACIONAL;;"NF        ";5209
6243;2025-08-07;"01        ";V8 - IMPORTADA;;"NF        ";5211
4124;2025-08-12;"02        ";V8 - IMPORTADA;;"S         ";5214
6243;2025-08-12;"01        ";RAIVA CAO - IMPORTADA;;"NF        ";5215
3070;2025-08-12;"04        ";V3 GATO - NACIONAL;;"NF        ";7424
5183;2025-08-12;"02        ";RAIVA GATO - NACIONAL;NANDO/ANINHA;"S         ";8448
5183;2025-08-12;"01        ";ANTICION;AGATA;"S         ";8449
5181;2025-08-13;"01        ";RAIVA GATO - NACIONAL;;"NF        ";5216
5226;2025-08-13;"02        ";ANTICION;;"S         ";7386
5206;2025-08-13;"02        ";V12 - NACIONAL;;"S         ";7434
3046;2025-08-15;"02        ";RAIVA CAO - NACIONAL;;"NF        ";5217
5180;2025-08-15;"01        ";V8 - IMPORTADA;;"S         ";7438
5199;2025-08-16;"01        ";V12 - NACIONAL;;"S         ";5220
5199;2025-08-19;"01        ";RAIVA CAO - NACIONAL;;"S         ";5221
7269;2025-08-19;"01        ";V8 - IMPORTADA;;"S         ";7444
7273;2025-08-19;"01        ";V8 - IMPORTADA;;"S         ";7445
5184;2025-08-19;"01        ";RAIVA CAO - NACIONAL;;"NF        ";8456
5194;2025-08-22;"01        ";RAIVA CAO - IMPORTADA;;"NF        ";5225
4178;2025-08-26;"01        ";V8 - IMPORTADA;;"NF        ";5226
6244;2025-08-30;"02        ";V3 GATO - NACIONAL;;"NF        ";5231
7269;2025-09-09;"01        ";RAIVA CAO - IMPORTADA;;"S         ";8465
7273;2025-09-09;"01        ";RAIVA CAO - IMPORTADA;;"S         ";8467
5188;2025-09-10;"01        ";V8 - IMPORTADA;;"S         ";5236
8276;2025-09-10;"01        ";V8 - IMPORTADA;;"S         ";8468
5180;2025-09-10;"01        ";V8 - IMPORTADA;;"S         ";8469
3067;2025-09-11;"01        ";RAIVA CAO - NACIONAL;;"NF        ";5237
6244;2025-09-14;"02        ";RAIVA GATO - NACIONAL;;"NF        ";5240
8277;2025-09-15;"01        ";V8 - IMPORTADA;;"S         ";8470
4124;2025-09-16;"02        ";RAIVA CAO - IMPORTADA;;"S         ";5241
4178;2025-09-17;"01        ";;;"NF        ";5242
5183;2025-09-18;"03        ";V12 - NACIONAL;;"S         ";5243
4163;2025-09-18;"02        ";RAIVA CAO - IMPORTADA;;"NF        ";8479
8276;2025-09-18;"01        ";RAIVA CAO - IMPORTADA;;"S         ";8481
5183;2025-09-18;"03        ";V12 - NACIONAL;;"S         ";9479
8278;2025-09-22;"02        ";V12 - NACIONAL;;"S         ";8471
5206;2025-09-23;"02        ";V12 - NACIONAL;01 RAIVA;"NF        ";8472
8279;2025-09-23;"01        ";V8 - IMPORTADA;;"S         ";8473
8280;2025-09-23;"01        ";V8 - IMPORTADA;;"S         ";8474
3074;2025-09-25;"01        ";V12 - NACIONAL;;"S         ";5250
6251;2025-09-26;"01        ";RAIVA CAO - IMPORTADA;;"NF        ";5256
6252;2025-09-26;"01        ";RAIVA CAO - NACIONAL;;"NF        ";5257
6254;2025-09-27;"04        ";V8 - IMPORTADA;;"NF        ";5287
5180;2025-09-30;"01        ";RAIVA CAO - IMPORTADA;;"S         ";10489
5183;2025-10-02;"03        ";RAIVA CAO - NACIONAL;;"S         ";5261
5206;2025-10-02;"02        ";V12 - NACIONAL;01 RAIVA;"NF        ";10492
5203;2025-10-03;"02        ";V3 GATO - NACIONAL;;"NF        ";5262
6237;2025-10-04;"01        ";V8 - IMPORTADA;;"NF        ";5264
3073;2025-10-06;"02        ";V8 - IMPORTADA;01 GATO;"S         ";5266
5183;2025-10-06;"01        ";ANTICION;VACINA DA FILHOTE;"NF        ";7420
8277;2025-10-06;"01        ";V8 - IMPORTADA;;"NF        ";9482
8282;2025-10-07;"01        ";V8 - IMPORTADA;;"NF        ";9484
5188;2025-10-08;"01        ";RAIVA CAO - IMPORTADA;;"NF        ";5268
3079;2025-10-08;"02        ";RAIVA CAO - NACIONAL;;"S         ";5269
8283;2025-10-08;"01        ";V8 - IMPORTADA;;"NF        ";9486
5210;2025-10-09;"01        ";V12 - NACIONAL;;"S         ";5271
4151;2025-10-10;"01        ";RAIVA CAO - IMPORTADA;;"NF        ";5272
5203;2025-10-11;"02        ";RAIVA GATO - NACIONAL;;"NF        ";5273
4158;2025-10-14;"02        ";V12 - NACIONAL;;"NF        ";5275
8278;2025-10-14;"02        ";V12 - NACIONAL;;"S         ";10488
8280;2025-10-14;"01        ";V8 - IMPORTADA;;"S         ";10491
3079;2025-10-17;"02        ";V12 - NACIONAL;;"S         ";5278
3074;2025-10-18;"01        ";RAIVA CAO - NACIONAL;;"S         ";5280
5210;2025-10-18;"01        ";RAIVA CAO - NACIONAL;;"S         ";5281
6253;2025-10-21;"02        ";V8 - IMPORTADA;;"NF        ";5282
6258;2025-10-21;"01        ";ANTICION;;"S         ";7381
8278;2025-10-21;"02        ";RAIVA CAO - NACIONAL;;"S         ";10501
8280;2025-10-21;"01        ";RAIVA CAO - IMPORTADA;;"S         ";10503
7265;2025-10-22;"1         ";ANTICION;;"S         ";7382
8279;2025-10-22;"01        ";V8 - IMPORTADA;;"S         ";10493
5202;2025-10-24;"01        ";V8 - IMPORTADA;;"NF        ";5284
2018;2025-10-28;"02        ";V8 - IMPORTADA;;"S         ";5285
3073;2025-10-28;"02        ";RAIVA CAO - IMPORTADA;01 É GATO;"S         ";5286
6254;2025-10-28;"04        ";RAIVA CAO - IMPORTADA;;"NF        ";5288
4132;2025-10-30;"01        ";V8 - IMPORTADA;;"NF        ";5289
5209;2025-10-30;"01        ";RAIVA CAO - NACIONAL;;"S         ";5291
8279;2025-10-30;"01        ";RAIVA CAO - IMPORTADA;;"S         ";10513
5192;2025-11-05;"02        ";V8 - IMPORTADA;;"NF        ";5292
5211;2025-11-05;"01        ";RAIVA CAO - IMPORTADA;;"S         ";5293
5183;2025-11-06;"01        ";ANTICION;;"S         ";10498
4168;2025-11-08;"01        ";ANTICION;;"S         ";7394
5226;2025-11-08;"01        ";ANTICION;;"NF        ";8462
3059;2025-11-11;"04        ";V12 - NACIONAL;01 GATO RAIVA DA IRMA;"NF        ";5295
5183;2025-11-11;"01        ";ANTICION;AGATA;"NF        ";8457
6249;2025-11-12;"01        ";V8 - IMPORTADA;;"S         ";5296
6255;2025-11-17;"02        ";RAIVA CAO - NACIONAL;01 E GATO;"S         ";10524
6255;2025-11-18;"01        ";V3 GATO - NACIONAL;;"S         ";5298
3067;2025-11-18;"01        ";RAIVA CAO - NACIONAL;;"S         ";10526
5202;2025-11-18;"01        ";RAIVA CAO - IMPORTADA;;"S         ";10528
5216;2025-11-19;"5         ";V8 - IMPORTADA;;"NF        ";5299
5216;2025-11-19;"          ";;;"NF        ";5300
8286;2025-11-19;"01        ";OUTROS...;VERMIFUGO;"S         ";10519
5211;2025-11-19;"01        ";V12 - NACIONAL;;"S         ";10530
4168;2025-11-19;"01        ";V12 - NACIONAL;;"S         ";10533
8288;2025-11-19;"01        ";RAIVA CAO - IMPORTADA;;"S         ";10535
8289;2025-11-19;"02        ";RAIVA CAO - IMPORTADA;;"NF        ";10536
3106;2025-11-21;"02        ";RAIVA CAO - IMPORTADA;;"S         ";5303
6249;2025-11-21;"01        ";RAIVA CAO - IMPORTADA;;"S         ";5305
3070;2025-11-21;"01        ";OUTROS...;VERMIFUGO;"NF        ";10523
3106;2025-12-02;"01        ";V8 - IMPORTADA;;"S         ";10527
8287;2025-12-02;"01        ";V8 - IMPORTADA;01 CANIGEM;"S         ";10529
8292;2025-12-03;"02        ";RAIVA CAO - NACIONAL;;"NF        ";10547
5183;2025-12-10;"01        ";ANTICION;;"S         ";9480
8291;2025-12-10;"01        ";V12 - NACIONAL;;"NF        ";10544
5216;2025-12-10;"5         ";V8 - IMPORTADA;;"S         ";10545
6257;2025-12-13;"03        ";V12 - NACIONAL;;"S         ";5308
3106;2025-12-17;"02        ";V8 - IMPORTADA;;"S         ";5309
3102;2025-12-17;"01        ";V12 - NACIONAL;SUZI;"S         ";5313
3060;2025-12-19;"02        ";RAIVA CAO - NACIONAL;;"NF        ";5310
8287;2025-12-26;"01        ";V8 - IMPORTADA;;"S         ";10549
5209;2025-12-29;"01        ";V12 - NACIONAL;;"S         ";5315
3060;2025-12-29;"02        ";RAIVA CAO - NACIONAL;;"NF        ";5316
3106;2025-12-29;"01        ";V8 - IMPORTADA;;"S         ";10551
3102;2026-01-02;"01        ";RAIVA CAO - NACIONAL;SUZI;"S         ";5312
3106;2026-01-03;"02        ";V8 - IMPORTADA;;"NF        ";5319
8293;2026-01-05;"01        ";V12 - NACIONAL;ENTRAR EM CONTATO/ PARA AGENDAR HORARIO;"S         ";10562
3087;2026-01-10;"01        ";V8 - IMPORTADA;;"S         ";5323
8296;2026-01-10;"2         ";V3 GATO - NACIONAL;;"S         ";10564
8295;2026-01-10;"1         ";V12 - NACIONAL;;"S         ";10565
5216;2026-01-11;"5         ";RAIVA GATO - IMPORTADA;;"N         ";5324
4139;2026-01-12;"01        ";RAIVA CAO - IMPORTADA;;"NF        ";5325
4170;2026-01-13;"3         ";V12 - NACIONAL;;"S         ";5326
8294;2026-01-13;"1         ";RAIVA CAO - IMPORTADA;;"S         ";10563
5204;2026-01-14;"01        ";V8 - IMPORTADA;;"S         ";5328
3102;2026-01-15;"02        ";V3 GATO - NACIONAL;;"S         ";5329
3096;2026-01-15;"01        ";V3 GATO - NACIONAL;;"NF        ";5330
8295;2026-01-17;"1         ";RAIVA CAO - NACIONAL;;"S         ";10566
8296;2026-01-17;"2         ";RAIVA GATO - NACIONAL;;"S         ";10567
3106;2026-01-19;"01        ";V8 - IMPORTADA;APOS AS 18:00;"N         ";10561
4170;2026-01-20;"03        ";RAIVA CAO - NACIONAL;;"S         ";5331
3087;2026-01-22;"01        ";RAIVA CAO - IMPORTADA;;"NF        ";6331
6256;2026-01-24;"01        ";V12 - NACIONAL;;"NF        ";6334
6259;2026-01-27;"01        ";RAIVA GATO - IMPORTADA;;"N         ";6337
4107;2026-01-28;"02        ";V12 - NACIONAL;;"N         ";6338
3105;2026-02-02;"03        ";OUTROS...;VERMIFUGOS;"N         ";8451
5187;2026-02-03;"01        ";V3 GATO - NACIONAL;;"N         ";6339
2018;2026-02-04;"02        ";RAIVA CAO - IMPORTADA;;"N         ";6341
8286;2026-02-05;"02        ";V3 GATO - NACIONAL;;"N         ";10541
5204;2026-02-06;"01        ";RAIVA CAO - IMPORTADA;;"N         ";6343
6256;2026-02-06;"01        ";RAIVA CAO - NACIONAL;;"N         ";6344
5183;2026-02-06;"01        ";ANTICION;;"N         ";10521
4107;2026-02-07;"02        ";RAIVA CAO - NACIONAL;;"N         ";6345
3102;2026-02-14;"01        ";V8 - IMPORTADA;;"N         ";6348
6260;2026-02-15;"01        ";RAIVA CAO - IMPORTADA;;"N         ";6350
3102;2026-02-19;"01        ";RAIVA CAO - IMPORTADA;;"N         ";6352
6261;2026-02-26;"02        ";V8 - IMPORTADA;;"N         ";6354
4177;2026-02-27;"01        ";V3 GATO - NACIONAL;;"N         ";6355
4166;2026-03-03;"02        ";V8 - IMPORTADA;;"N         ";6357
5187;2026-03-05;"01        ";RAIVA GATO - NACIONAL;;"N         ";6359
6262;2026-03-06;"03        ";V12 - NACIONAL;;"N         ";6361
5183;2026-03-09;"01        ";ANTICION;;"N         ";10552
5183;2026-03-10;"01        ";V3 GATO - NACIONAL;;"N         ";6362
6263;2026-03-10;"01        ";V8 - IMPORTADA;;"N         ";6364
6262;2026-03-12;"03        ";RAIVA CAO - NACIONAL;LEVAR 2 CARTEIRINHA;"N         ";7363
5194;2026-03-17;"01        ";RAIVA CAO - IMPORTADA;;"N         ";7364
5183;2026-03-17;"01        ";RAIVA GATO - NACIONAL;;"N         ";7365
2030;2026-03-17;"02        ";V8 - IMPORTADA;;"N         ";7366
7263;2026-03-18;"01        ";V8 - IMPORTADA;;"N         ";7368
7265;2026-03-20;"01        ";ANTICION;;"N         ";10506
4177;2026-03-24;"01        ";RAIVA GATO - NACIONAL;;"N         ";7369
4118;2026-03-24;"02        ";V3 GATO - NACIONAL;;"N         ";7370
6259;2026-03-24;"01        ";V3 GATO - NACIONAL;;"N         ";7371
7263;2026-03-25;"01        ";RAIVA CAO - IMPORTADA;;"N         ";7372
4118;2026-03-25;"02        ";V3 GATO - NACIONAL;;"N         ";7374
6258;2026-03-25;"01        ";ANTICION;;"N         ";10507
4168;2026-04-16;"01        ";ANTICION;;"N         ";10532
7266;2026-05-01;"7         ";V12 - NACIONAL;;"N         ";7377
5224;2026-05-05;"7         ";V12 - NACIONAL;;"N         ";7376
4124;2026-05-08;"02        ";V8 - IMPORTADA;;"N         ";7378
5231;2026-05-19;"01        ";V12 - NACIONAL;;"N         ";7380
2030;2026-05-26;"02        ";RAIVA CAO - IMPORTADA;;"N         ";7384
7267;2026-05-27;"01        ";RAIVA GATO - IMPORTADA;01 V12;"N         ";7385
4169;2026-06-02;"02        ";V12 - NACIONAL;;"N         ";7389
4166;2026-06-03;"02        ";RAIVA CAO - IMPORTADA;;"N         ";7387
4169;2026-06-03;"02        ";V12 - NACIONAL;;"N         ";7390
4113;2026-06-03;"01        ";V12 - NACIONAL;;"N         ";7392
